아이템아이디,행사주관기관,행사명,모집인원/구분,예약최대인원,예약최소인원,행사시작일,행사종료일,예약시작일,예약종료일,예약시작시간,예약종료시간,휴무요일,당일예약가능여부
335,선인장연구소 방문예약,수원시창업자 사회적협동조합(20명) 11시,11명/기간,0,0,,,2015-06-13,2015-06-13,,,,0
339,"물향기-해설프로그램(개인,단체)",오전 10시,80명/일,0,0,2015-05-08,2015-05-08,2015-05-08,2015-05-08,,,,0
341,"물향기-해설프로그램(개인,단체)",오전 10시,80명/일,0,0,2015-05-15,2015-05-15,2015-05-15,2015-05-15,,,,0
344,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-02,2015-06-02,,,,,,0
345,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-02,2015-06-02,2015-06-02,2015-06-02,,,,0
346,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-03,2015-06-03,2015-06-03,2015-06-03,,,,0
347,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-04,2015-06-04,2015-06-04,2015-06-04,,,,0
348,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-05,2015-06-05,2015-06-05,2015-06-05,,,,0
350,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-06-07,2015-06-07,2015-06-07,2015-06-07,,,,0
351,"물향기-해설프로그램(개인,단체)",오전10시,89명/일,0,0,2015-06-09,2015-06-09,2015-06-09,2015-06-09,,,,0
352,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-10,2015-06-10,2015-06-10,2015-06-10,,,,0
353,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-11,2015-06-11,2015-06-11,2015-06-11,,,,0
354,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-12,2015-06-12,2015-06-12,2015-06-12,,,,0
355,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-13,2015-06-13,2015-06-13,2015-06-13,,,,0
356,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-06-14,2015-06-14,2015-06-14,2015-06-14,,,,0
362,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-16,2015-06-16,2015-06-16,2015-06-16,,,,0
364,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-17,2015-06-17,2015-06-17,2015-06-17,,,,0
365,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-18,2015-06-18,2015-06-18,2015-06-18,,,,0
366,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-19,2015-06-19,2015-06-19,2015-06-19,,,,0
367,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-06-20,2015-06-20,2015-06-20,2015-06-20,,,,0
369,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-06-21,2015-06-21,2015-06-21,2015-06-21,,,,0
370,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-23,2015-06-23,2015-06-23,2015-06-23,,,,0
371,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-24,2015-06-24,2015-06-24,2015-06-24,,,,0
372,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-25,2015-06-25,2015-06-25,2015-06-25,,,,0
373,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-26,2015-06-26,2015-06-26,2015-06-26,,,,0
374,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-06-27,2015-06-27,2015-06-27,2015-06-27,,,,0
375,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-06-28,2015-06-28,2015-06-28,2015-06-28,,,,0
376,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-06-30,2015-06-30,2015-06-30,2015-06-30,,,,0
380,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-07-01,2015-07-03,2015-07-01,2015-07-03,,,,0
383,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-07-07,2015-07-10,2015-07-07,2015-07-10,,,,0
384,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-07-14,2015-07-15,2015-07-14,2015-07-15,,,,0
386,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-07-04,2015-07-05,2015-07-04,2015-07-05,,,,0
387,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-07-11,2015-07-12,2015-07-11,2015-07-12,,,,0
394,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-07-16,2015-07-17,2015-07-16,2015-07-17,,,,0
395,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-07-21,2015-07-24,2015-07-21,2015-07-24,,,,0
396,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-07-28,2015-07-31,2015-07-28,2015-07-31,,,,0
397,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-07-18,2015-07-19,2015-07-18,2015-07-19,,,,0
398,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-07-25,2015-07-26,2015-07-25,2015-07-26,,,,0
400,"물향기-해설프로그램(개인,단체)",오전 10시,10명/일,0,0,2015-08-01,2015-08-02,2015-08-01,2015-08-02,,,,0
402,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-08-11,2015-08-14,2015-08-11,2015-08-14,,,,0
406,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-08-15,2015-08-16,2015-08-15,2015-08-16,,,,0
407,민물고기생태체험학교예약,2015 생태체험학교(7월17일),40명/기간,0,0,,,2015-07-07,2015-07-10,,,,0
408,민물고기생태체험학교예약,2015 생태체험학교(7월24일),40명/기간,0,0,,,2015-07-07,2015-07-10,,,,0
409,민물고기생태체험학교예약,2015 생태체험학교(7월31일),40명/기간,0,0,,,2015-07-07,2015-07-10,,,,0
410,민물고기생태체험학교예약,2015 생태체험학교(8월7일),40명/기간,0,0,,,2015-07-07,2015-07-10,,,,0
411,민물고기생태체험학교예약,2015 생태체험학교(8월21일),40명/기간,0,0,,,2015-07-07,2015-07-10,,,,0
412,민물고기생태체험학교예약,2015 생태체험학교(8월28일),40명/기간,0,0,,,2015-07-07,2015-07-10,,,,0
413,민물고기생태체험학교예약,2015 생태체험학교(8월14일),40명/기간,0,0,,,2015-07-07,2015-07-10,,,,0
415,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-08-22,2015-08-23,2015-08-22,2015-08-23,,,,0
416,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-08-29,2015-08-30,2015-08-29,2015-08-30,,,,0
417,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-08-18,2015-08-21,2015-08-18,2015-08-21,,,,0
418,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-08-25,2015-08-28,2015-08-25,2015-08-28,,,,0
419,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-09-05,2015-09-06,2015-09-05,2015-09-06,,,,0
420,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-09-12,2015-09-13,2015-09-12,2015-09-13,,,,0
421,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-09-01,2015-09-04,2015-09-01,2015-09-04,,,,0
422,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-09-08,2015-09-11,2015-09-08,2015-09-11,,,,0
423,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-09-15,2015-09-15,2015-09-15,2015-09-15,,,,0
424,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-09-16,2015-09-18,2015-09-16,2015-09-18,,,,0
425,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-09-19,2015-09-20,2015-09-19,2015-09-20,,,,0
426,"물향기-해설프로그램(개인,단체)",오전10시,80명/기간,0,0,,,2015-09-22,2015-09-24,,,,0
439,"물향기-해설프로그램(개인,단체)",오전10시,80명/기간,0,0,,,2015-10-01,2015-10-02,,,,0
440,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-10-03,2015-10-04,2015-10-03,2015-10-04,,,,0
441,"물향기-해설프로그램(개인,단체)",오전10시,10명/기간,0,0,,,2015-10-09,2015-10-11,,,,0
442,"물향기-해설프로그램(개인,단체)",오전10시,80명/기간,0,0,,,2015-10-06,2015-10-08,,,,0
443,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-10-13,2015-10-15,2015-10-13,2015-10-15,,,,0
445,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-10-16,2015-10-16,2015-10-16,2015-10-16,,,,0
446,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-10-17,2015-10-18,2015-10-17,2015-10-18,,,,0
447,"물향기-해설프로그램(개인,단체)",오전10시,10명/기간,0,0,,,2015-10-24,2015-10-25,,,,0
448,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-10-31,2015-10-31,2015-10-31,2015-10-31,,,,0
449,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2015-10-20,2015-10-23,2015-10-20,2015-10-23,,,,0
450,"물향기-해설프로그램(개인,단체)",오전10시,2명/일,0,0,2015-10-27,2015-10-27,2015-10-27,2015-10-27,,,,0
451,"물향기-해설프로그램(개인,단체)",오전10시,80명/기간,0,0,,,2015-10-28,2015-10-29,,,,0
452,"물향기-해설프로그램(개인,단체)",오전10시,2명/일,0,0,2015-10-30,2015-10-30,2015-10-30,2015-10-30,,,,0
462,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-11-01,2015-11-01,2015-11-01,2015-11-01,,,,0
463,"물향기-해설프로그램(개인,단체)",오전10시,80명/기간,0,0,,,2015-11-03,2015-11-06,,,,0
464,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-11-07,2015-11-08,2015-11-07,2015-11-08,,,,0
465,"물향기-해설프로그램(개인,단체)",오전10시,80명/기간,0,0,,,2015-11-10,2015-11-13,,,,0
466,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2015-11-14,2015-11-15,2015-11-14,2015-11-15,,,,0
467,"물향기-해설프로그램(개인,단체)",오전10시,80명/기간,0,0,,,2015-11-17,2015-11-20,,,,0
576,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-06-03,2016-06-03,2016-06-03,2016-06-03,0,24,,0
577,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-06-04,2016-06-04,2016-06-04,2016-06-04,0,24,,0
764,강씨봉자연휴양림 체험프로그램,오후(15:00~16:00),20명/일,5,0,2017-03-01,2017-03-31,2017-03-01,2017-03-31,0,0,|tue,1
765,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-04-04,2017-04-04,2017-04-04,2017-04-04,0,24,|mon,1
766,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-04-05,2017-04-05,2017-04-05,2017-04-05,0,24,|mon,1
767,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-04-06,2017-04-06,2017-04-06,2017-04-06,0,24,|mon,1
768,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-04-07,2017-04-07,2017-04-07,2017-04-07,0,24,,1
769,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-04-08,2017-04-08,2017-04-08,2017-04-08,0,24,,1
770,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-04-09,2017-04-09,2017-04-09,2017-04-09,0,24,,1
771,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-04-11,2017-04-11,2017-04-11,,0,24,|mon,1
772,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-04-12,2017-04-12,2017-04-12,2017-04-12,0,24,,1
773,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-04-13,2017-04-13,2017-04-13,2017-04-13,0,24,,1
774,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-04-15,2017-04-15,2017-04-15,2017-04-15,0,24,,1
775,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-04-16,2017-04-16,2017-04-16,2017-04-16,0,24,,1
776,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-04-18,2017-04-18,2017-04-18,,0,24,,1
777,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-04-19,2017-04-19,2017-04-19,2017-04-19,0,24,,1
778,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-04-20,2017-04-20,2017-04-20,2017-04-20,0,24,,1
779,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-04-21,2017-04-21,2017-04-21,2017-04-21,0,24,,1
780,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-04-22,2017-04-22,2017-04-22,2017-04-22,0,24,,1
781,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2017-04-23,2017-04-23,2017-04-23,2017-04-23,0,24,,1
782,농어촌체험투어,오전10시,30명/일,0,0,2017-04-25,2017-04-25,2017-04-25,2017-04-25,0,24,,1
783,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-04-26,2017-04-26,2017-04-26,2017-04-26,0,24,,1
784,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-04-27,2017-04-27,2017-04-27,2017-04-27,0,24,,1
785,"물향기-해설프로그램(개인,단체)",오전10시,35명/일,0,0,2017-04-28,2017-04-28,2017-04-28,2017-04-28,0,24,,1
786,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,0,2017-04-29,2017-04-29,2017-04-29,2017-04-29,0,24,,1
787,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-04-30,2017-04-30,2017-04-30,2017-04-30,0,24,,1
788,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-04-11,2017-04-11,2017-04-11,2017-04-11,0,24,,1
789,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-04-18,2017-04-18,2017-04-18,2017-04-18,0,24,,1
790,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-04-25,2017-04-25,2017-04-25,2017-04-25,0,24,,1
791,강씨봉자연휴양림 체험프로그램,오전(09:30~11:00),20명/일,5,0,2017-04-01,2017-04-16,2017-03-28,2017-04-16,0,24,|tue,0
792,강씨봉자연휴양림 체험프로그램,오후(13:30~15:00),20명/일,5,0,2017-04-01,2017-04-16,2017-03-28,2017-04-16,0,24,|tue,0
795,"물향기-해설프로그램(개인,단체)",오전10시,45명/일,0,0,2017-04-14,2017-04-14,2017-04-14,2017-04-14,0,24,|mon,1
796,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2017-04-01,2017-04-09,2017-03-28,2017-04-09,0,24,|tue,1
797,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-05-02,2017-05-02,2017-05-02,2017-05-02,0,24,,1
798,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-05-04,2017-05-04,2017-05-04,2017-05-04,0,0,,1
799,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,0,2017-05-09,2017-05-09,2017-05-09,2017-05-09,0,24,,1
800,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-05-10,2017-05-10,2017-05-10,2017-05-10,0,24,,1
801,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-05-11,2017-05-11,2017-05-11,2017-05-11,0,24,,1
802,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-05-12,2017-05-12,2017-05-12,2017-05-12,0,24,,1
803,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-05-13,2017-05-13,2017-05-13,2017-05-13,0,24,,1
804,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-05-14,2017-05-14,2017-05-14,2017-05-14,0,24,,1
805,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-05-16,2017-05-16,2017-05-16,2017-05-16,0,24,,1
806,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-05-17,2017-05-17,2017-05-17,2017-05-17,0,24,,1
807,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-05-18,2017-05-18,2017-05-18,2017-05-18,0,24,,1
808,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-05-19,2017-05-19,2017-05-19,2017-05-19,0,24,,1
809,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-05-20,2017-05-20,2017-05-20,2017-05-20,0,24,,1
810,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-05-21,2017-05-21,2017-05-21,2017-05-21,0,24,,1
811,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-05-23,2017-05-23,2017-05-23,2017-05-23,0,24,,1
812,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-05-24,2017-05-24,2017-05-24,2017-05-24,0,24,,1
813,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-05-25,2017-05-25,2017-05-25,2017-05-25,0,24,,1
814,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-05-26,2017-05-26,2017-05-26,2017-05-26,0,24,,1
815,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-05-27,2017-05-27,2017-05-27,2017-05-27,0,24,,1
816,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-05-28,2017-05-28,2017-05-28,2017-05-28,0,24,,1
817,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-05-30,2017-05-30,2017-05-30,2017-05-30,0,24,,1
818,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-05-31,2017-05-31,2017-05-31,2017-05-31,0,24,,1
819,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2017-04-10,2017-04-16,2017-04-04,2017-04-16,0,24,|tue,1
837,강씨봉자연휴양림 체험프로그램,오전(09:30~11:00),20명/일,5,0,2017-04-17,2017-04-30,2017-04-11,2017-04-30,0,0,|tue,0
838,강씨봉자연휴양림 체험프로그램,오후(13:30~15:00),20명/일,5,0,2017-04-17,2017-04-30,2017-04-11,2017-04-30,0,0,|tue,0
840,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2017-04-17,2017-04-23,2017-04-11,2017-04-23,0,0,|tue,1
841,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2017-04-24,2017-04-30,2017-04-18,2017-04-30,0,24,|tue,1
842,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2017-05-01,2017-05-07,2017-04-25,2017-05-07,0,24,|tue,1
843,강씨봉자연휴양림 체험프로그램,오전(09:30~11:00),20명/일,5,0,2017-05-01,2017-05-07,2017-04-25,2017-05-07,0,24,|tue,0
844,강씨봉자연휴양림 체험프로그램,오후(13:30~15:00),20명/일,5,0,2017-05-01,2017-05-07,2017-04-25,2017-05-07,0,24,|tue,0
845,민물고기 생태학습관,민물고기 생태학습관 관람예약 2017. 6~9,1500명/일,1500,30,2017-01-01,2017-12-31,2017-06-01,2017-09-30,0,24,,0
846,민물고기 생태학습관,민물고기 생태학습관 관람예약 2017. 10~12,1500명/일,1500,30,2017-01-01,2017-12-31,2017-10-01,2017-12-31,0,24,|mon,0
847,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-06-01,2017-06-01,2017-06-01,2017-06-01,0,0,,1
848,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-06-02,2017-06-02,2017-06-02,2017-06-02,0,0,,1
849,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2017-06-03,2017-06-03,2017-06-03,2017-06-03,0,0,,1
850,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2017-06-04,2017-06-04,2017-06-04,2017-06-04,0,24,,1
851,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-06-07,2017-06-07,2017-06-07,2017-06-07,0,24,,1
852,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-06-08,2017-06-08,2017-06-08,2017-06-08,0,24,,1
853,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-06-09,2017-06-09,2017-06-09,2017-06-09,0,24,,1
854,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-06-10,2017-06-10,2017-06-10,2017-06-10,0,24,,1
855,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2017-06-11,2017-06-11,2017-06-11,2017-06-11,0,24,,1
856,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-06-13,2017-06-13,2017-06-13,2017-06-13,0,24,,1
857,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-06-14,2017-06-14,2017-06-14,2017-06-14,0,24,,1
858,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-06-15,2017-06-15,2017-06-15,2017-06-15,0,24,,1
859,"물향기-해설프로그램(개인,단체)",오전10시,50명/기간,0,0,,,2017-06-16,2017-04-16,0,24,,1
860,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2017-06-17,2017-06-17,2017-06-17,2017-06-17,0,24,,1
